CaO+MgO,Fe2O3*,MgO,CaO,S,Zn,Pb,Cu,Type de roche
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.000764914,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,4.56E-07,5.74E-05,8.03E-05,0.000306179,0.000116283,7.72E-05,2.91E-06,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.000764914,0.000116283,7.72E-05,2.91E-06,R. carbonat̩es
0.000137438,4.56E-07,5.74E-05,8.03E-05,0.000764914,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.002259728,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.002259728,0.000116283,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,1.40E-05,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,4.56E-07,5.74E-05,8.03E-05,0.002259728,0.000116283,7.72E-05,1.37E-05,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.002259728,0.000116283,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,0.000116283,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,4.56E-07,5.74E-05,7.10E-05,0.000306179,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,1.40E-05,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,1.91E-07,5.74E-05,8.03E-05,0.000306179,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,4.56E-07,5.05E-05,8.03E-05,0.000764914,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,8.03E-05,0.000306179,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,1.91E-07,5.05E-05,7.10E-05,0.000306179,1.40E-05,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,1.91E-07,5.74E-05,7.10E-05,0.000764914,1.40E-05,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.000764914,0.000116283,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,9.54E-07,5.74E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000306179,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.002259728,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.002259728,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,0.000116283,7.72E-05,5.49E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,0.000116283,7.72E-05,2.91E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.002259728,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,9.54E-07,5.74E-05,8.03E-05,0.000764914,1.40E-05,7.72E-05,1.37E-05,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.000764914,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,1.91E-07,5.05E-05,7.10E-05,0.000764914,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,1.91E-07,5.05E-05,7.10E-05,0.000764914,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000306179,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000123539,9.54E-07,5.05E-05,7.10E-05,0.002259728,0.000116283,7.72E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.002259728,1.40E-05,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,1.37E-05,R. carbonat̩es
0.000123539,4.56E-07,5.05E-05,7.10E-05,0.000764914,6.15E-06,1.92E-05,2.91E-06,R. carbonat̩es
0.000137438,9.54E-07,5.05E-05,7.10E-05,0.002259728,6.15E-06,1.92E-05,1.37E-05,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.002259728,6.15E-06,1.92E-05,5.49E-06,R. carbonat̩es
0.000137438,9.54E-07,5.74E-05,8.03E-05,0.000764914,0.000116283,1.92E-05,5.49E-06,R. carbonat̩es
0.000131696,6.33E-06,5.51E-05,7.65E-05,0.075085791,2.64E-05,0.002130542,9.53E-06,Not_C1
0.000131696,6.33E-06,5.51E-05,7.65E-05,0.075085791,0.000177175,1.87E-05,9.53E-06,Not_C1
0.000131696,1.90E-06,5.51E-05,7.65E-05,0.023794634,2.64E-05,0.002130542,9.53E-06,Not_C1
8.15E-05,4.18E-05,3.29E-05,4.85E-05,0.075085791,2.64E-05,0.002130542,0.00057677,Not_C1
8.15E-05,6.33E-06,3.29E-05,4.85E-05,0.023794634,0.000177175,1.87E-05,0.000110552,Not_C1
8.15E-05,4.18E-05,3.29E-05,4.85E-05,0.075085791,2.64E-05,0.002130542,0.000110552,Not_C1
0.000131696,1.90E-06,5.51E-05,7.65E-05,0.00438839,0.019751403,0.017282707,9.53E-06,Not_C1
2.06E-05,4.18E-05,7.88E-06,1.27E-05,0.023794634,0.019751403,0.017282707,0.000110552,Not_C1
8.15E-05,6.33E-06,3.29E-05,4.85E-05,0.075085791,0.019751403,0.002130542,0.00057677,Not_C1
8.15E-05,1.90E-06,3.29E-05,7.65E-05,0.00438839,0.019751403,1.87E-05,0.000110552,Not_C1
0.000131696,1.90E-06,5.51E-05,7.65E-05,0.00438839,0.019751403,1.87E-05,9.53E-06,Not_C1
0.000131696,6.33E-06,5.51E-05,4.85E-05,0.023794634,0.019751403,0.017282707,0.000110552,Not_C1
2.06E-05,4.18E-05,7.88E-06,1.27E-05,0.023794634,0.000177175,1.87E-05,0.000110552,Not_C1
2.06E-05,1.90E-06,7.88E-06,1.27E-05,0.00438839,0.000177175,0.002130542,0.000110552,Not_C1
2.06E-05,4.18E-05,7.88E-06,1.27E-05,0.023794634,0.000177175,0.002130542,0.00057677,Not_C1
2.06E-05,4.18E-05,7.88E-06,1.27E-05,0.075085791,0.000177175,0.002130542,0.00057677,Not_C1
2.06E-05,6.33E-06,7.88E-06,1.27E-05,0.023794634,2.64E-05,1.87E-05,0.000110552,Not_C1
8.15E-05,6.33E-06,3.29E-05,4.85E-05,0.00438839,0.000177175,0.002130542,9.53E-06,Not_C1
2.06E-05,1.90E-06,7.88E-06,1.27E-05,0.00438839,2.64E-05,1.87E-05,9.53E-06,Not_C1
2.06E-05,1.90E-06,7.88E-06,1.27E-05,0.00438839,2.64E-05,1.87E-05,0.00057677,Not_C1
8.15E-05,1.90E-06,3.29E-05,4.85E-05,0.00438839,2.64E-05,0.002130542,9.53E-06,Not_C1
0.000137438,4.56E-07,5.74E-05,8.03E-05,0.002259728,0.000116283,1.92E-05,1.37E-05,R. carbonat̩es
