CaO+MgO,Al2O3,TiO2,Fe2O3*,MnO,MgO,CaO,Na2O,K2O,P2O5,S,Zn,Pb,Cu,Cd,Cr,Ni,Sc,V,Ba,Sr,Li,Rb,Y,Zr,Nb,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,Type de roche
0.00012328,6.92E-08,9.41E-10,1.24E-06,1.35E-07,5.15E-05,7.18E-05,4.18E-08,2.08E-08,1.01E-07,0.003461952,0.006843509,1.63E-05,1.09E-05,2.60E-05,9.05E-06,1.11E-05,1.08E-06,1.48E-05,9.94E-06,0.000195814,7.64E-06,3.92E-07,7.96E-06,9.65E-07,2.43E-07,5.58E-08,3.06E-06,2.53E-06,7.37E-07,2.33E-06,5.15E-07,1.20E-07,5.15E-07,8.21E-08,6.40E-07,1.59E-07,6.49E-07,5.96E-08,2.85E-07,3.74E-08,2.47E-08,1.41E-08,7.30E-08,5.20E-06,Spahlerite
0.000131814,3.08E-07,8.80E-09,1.24E-06,2.22E-07,5.53E-05,7.66E-05,5.58E-08,1.41E-07,1.73E-08,0.003461952,0.006843509,1.63E-05,1.09E-05,2.60E-05,1.16E-05,1.10E-05,1.08E-06,3.86E-05,6.18E-05,0.000156985,7.64E-06,2.94E-06,5.99E-06,4.07E-06,1.31E-06,1.87E-07,3.88E-06,3.75E-06,9.28E-07,3.42E-06,6.79E-07,1.78E-07,7.41E-07,1.12E-07,8.49E-07,2.07E-07,5.04E-07,7.81E-08,3.88E-07,5.47E-08,1.00E-07,1.14E-07,2.60E-07,3.31E-06,Spahlerite
0.00012328,6.92E-08,9.41E-10,3.16E-06,1.35E-07,5.15E-05,7.18E-05,4.18E-08,2.08E-08,1.73E-08,0.021138258,0.021425633,0.007547562,3.99E-05,8.49E-05,9.05E-06,1.10E-05,1.08E-06,1.48E-05,9.94E-06,0.000156985,7.64E-06,3.92E-07,5.99E-06,9.65E-07,2.43E-07,5.58E-08,3.06E-06,2.53E-06,7.37E-07,2.33E-06,5.15E-07,1.20E-07,5.15E-07,8.21E-08,6.40E-07,1.59E-07,5.04E-07,5.96E-08,2.85E-07,3.74E-08,2.47E-08,1.41E-08,7.30E-08,3.31E-06,Spahlerite
8.17E-06,1.38E-05,5.31E-07,2.78E-05,5.80E-08,6.24E-06,1.93E-06,2.28E-07,4.98E-06,1.95E-07,0.011681143,5.45E-05,2.38E-05,0.000144576,3.46E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.000432263,4.20E-05,3.21E-05,0.000106831,1.10E-05,0.000111156,1.01E-05,8.48E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
8.17E-06,1.38E-05,1.26E-06,2.22E-06,7.50E-09,1.98E-05,5.55E-07,2.28E-07,4.98E-06,1.95E-07,0.011681143,5.45E-05,5.74E-05,0.000144576,1.68E-06,0.000278802,0.000238495,1.65E-05,0.000767681,0.000432263,4.20E-05,3.21E-05,0.000106831,5.10E-05,0.00024595,1.01E-05,4.57E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,1.65E-06,8.06E-06,1.56E-06,9.20E-06,1.87E-06,5.92E-06,8.98E-07,5.76E-06,9.16E-07,2.71E-06,1.28E-06,1.54E-05,1.85E-05,S̩diments terrig̬nes
3.66E-06,2.83E-05,2.09E-06,6.89E-06,7.50E-09,2.87E-06,5.55E-07,1.42E-06,1.09E-05,9.65E-08,0.011681143,5.45E-05,3.42E-05,0.000610487,2.09E-06,0.000185158,7.69E-05,2.94E-05,0.000767681,0.000432263,4.20E-05,1.41E-05,0.000106831,1.10E-05,0.00024595,2.08E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,5.27E-07,6.57E-06,1.28E-06,7.42E-06,5.59E-06,S̩diments terrig̬nes
3.66E-06,2.83E-05,1.26E-06,2.78E-05,7.50E-09,6.24E-06,5.55E-07,6.17E-07,1.09E-05,9.65E-08,0.066165213,0.000139786,5.74E-05,0.000144576,3.46E-06,0.000185158,0.000238495,2.94E-05,0.000283996,0.003958672,7.71E-05,5.96E-05,0.000210872,2.85E-05,0.00024595,2.08E-05,8.48E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,1.65E-06,8.06E-06,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,5.27E-07,6.57E-06,1.68E-06,1.54E-05,5.59E-06,S̩diments terrig̬nes
8.17E-06,3.65E-05,2.09E-06,6.89E-06,2.81E-08,2.87E-06,1.93E-06,6.17E-07,2.09E-05,1.95E-07,0.066165213,3.19E-05,2.38E-05,1.01E-05,1.68E-06,0.000278802,7.69E-05,1.65E-05,0.000283996,0.001309423,0.0002406,1.41E-05,0.000291025,5.10E-05,0.000404282,3.02E-05,4.57E-06,8.16E-05,0.000152368,1.89E-05,7.18E-05,1.26E-05,2.64E-06,1.27E-05,1.56E-06,9.20E-06,1.87E-06,5.92E-06,8.98E-07,5.76E-06,9.16E-07,1.17E-05,7.66E-07,2.74E-05,1.85E-05,S̩diments terrig̬nes
4.04E-05,1.38E-05,5.31E-07,6.89E-06,2.81E-08,1.98E-05,2.09E-05,1.42E-06,4.98E-06,2.33E-07,0.001195476,0.000139786,3.42E-05,1.01E-05,1.68E-06,8.11E-05,7.69E-05,1.65E-05,7.51E-05,0.001309423,0.0002406,5.96E-05,0.000210872,2.85E-05,0.000111156,2.08E-05,4.57E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,2.64E-06,8.06E-06,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,2.47E-07,6.57E-06,1.28E-06,1.54E-05,2.39E-06,S̩diments terrig̬nes
3.66E-06,2.83E-05,5.31E-07,2.22E-06,2.81E-08,2.87E-06,1.93E-06,6.17E-07,1.09E-05,9.65E-08,0.001195476,3.19E-05,2.38E-05,1.01E-05,1.68E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.003958672,7.71E-05,3.21E-05,0.000210872,1.10E-05,0.000111156,1.01E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
3.66E-06,3.65E-05,1.26E-06,2.22E-06,7.50E-09,2.87E-06,5.55E-07,2.28E-07,2.09E-05,2.33E-07,0.001195476,3.19E-05,2.38E-05,0.000610487,2.09E-06,0.000185158,2.90E-05,8.54E-06,0.000283996,0.001309423,4.20E-05,1.41E-05,0.000291025,2.85E-05,0.000404282,3.02E-05,2.14E-06,8.16E-05,0.000152368,1.89E-05,7.18E-05,1.26E-05,1.65E-06,1.27E-05,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,5.27E-07,1.17E-05,1.68E-06,2.74E-05,5.59E-06,S̩diments terrig̬nes
4.04E-05,1.38E-05,5.31E-07,2.22E-06,5.80E-08,6.24E-06,2.09E-05,2.28E-07,4.98E-06,9.65E-08,0.001195476,3.19E-05,3.42E-05,1.01E-05,2.09E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.000432263,7.71E-05,1.41E-05,0.000106831,1.10E-05,0.000111156,1.01E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
0.000137438,1.63E-06,4.75E-08,4.56E-07,2.35E-07,5.74E-05,8.03E-05,7.27E-08,3.61E-07,1.80E-06,0.002259728,0.000116283,1.92E-05,1.37E-05,8.20E-07,3.06E-05,1.89E-05,6.52E-07,3.16E-05,2.08E-05,0.000165399,7.50E-06,1.02E-05,8.61E-06,3.58E-06,7.48E-07,1.25E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,8.66E-07,2.12E-07,6.50E-07,7.50E-08,3.57E-07,4.89E-08,4.22E-07,4.57E-08,1.46E-06,2.44E-06,R. carbonat̩es
